address,lat,long,geometry,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"SW NE Section 32, T30N R1W, CHARLTON TWP, MI 49735",44.9708469,-84.4294821,"[-84.4294821, 44.9708469]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"Sparr Rd, GAYLORD, MI 49646",45.0417379,-84.4921796,"[-84.4921796, 45.0417379]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"NE NW NE Sec 35, CHARLTON TWP, MI 49735",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SE NW Section 5, CHARLTON TWP, MI 49735",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"T32N, R2W, section 28, VANDERBILT, MI 49795",45.1427903,-84.6603091,"[-84.6603091, 45.14279030000001]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SW NW SECTION 32 T30N R1W, CHARLTON TWP, MI 49735",44.9708469,-84.4294821,"[-84.4294821, 44.9708469]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"NE 1/4 SEC 30 T31N R2W, DOVER TWP, MI 99999",45.0756485,-84.5463286,"[-84.5463286, 45.0756485]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"WHITEHOUSE TRAIL,SW 1/4 OF NW 1/4 SEC 12, DOVER TWP, MI 49795",45.0756485,-84.5463286,"[-84.5463286, 45.0756485]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SE 1/4 SE 1/4 SW 1/4 SEC 27, CHARLTON TWP, MI 99999",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SW 1/4 NW 1/4 SE 1/4 SEC 17, DOVER TWP, MI 99999",45.0756485,-84.5463286,"[-84.5463286, 45.0756485]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"T32N R2W SECTION 5, VANDERBILT, MI 49735",45.1427903,-84.6603091,"[-84.6603091, 45.14279030000001]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SE NE SEC 9 T30N R01W, CHARLTON TWP, MI 49735",44.9953568,-84.4340843,"[-84.4340843, 44.9953568]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"NW SE SW SEC 32, VANDERBILT, MI 49735",45.1427903,-84.6603091,"[-84.6603091, 45.14279030000001]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"SEC 36 (Lat: 45 02' 11.6""  - Long: 84 30' 39.5""), DOVER TWP, MI 49735",45.0756485,-84.5463286,"[-84.5463286, 45.0756485]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"8476 Yuill Road, VANDERBILT, MI 49795",45.1498494,-84.6637045,"[-84.6637045, 45.1498494]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"8250 Mill Street, VANDERBILT, MI 49795",45.1475391,-84.6642973,"[-84.6642973, 45.1475391]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"1444 Alexander Road, VANDERBILT, MI 49795",45.171805,-84.639241,"[-84.639241, 45.171805]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"3017 GINGELL ROAD, JOHANNESBURG, MI 49751",44.9858554,-84.4725509,"[-84.4725509, 44.9858554]","26","137","950100","26137950100","9501",Census Tract 9501,G5020,S,"495517031","2592330","+45.1063118","-084.5205968"
"6327  Old State Rd., JOHANNESBURG, MI 49751",44.91112,-84.5419681,"[-84.54196809999999, 44.91112]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"6250  OLD STATE RD, JOHANNESBURG, MI 49751",44.915534,-84.5411307,"[-84.5411307, 44.91553400000001]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"TURTLE LAKE RD, JOHANNESBURG, MI 49751",44.9377308,-84.5422278,"[-84.5422278, 44.9377308]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"T29N R2W SEC 11, Otsego Co., CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"7755 TURTLE LAKE RD, JOHANNESBURG, MI 49751",44.9177395,-84.5433462,"[-84.5433462, 44.9177395]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"SW SE SW SEC 18 T30N R02W, CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"GINGELL RD, JOHANNESBURG, MI 49751",44.9858141,-84.4728963,"[-84.4728963, 44.9858141]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"2998 Ranger Lake Rd, GAYLORD, MI 49735",44.987101,-84.5874858,"[-84.5874858, 44.987101]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"SE SW NE T31N R3W SEC 23, CHESTER TWP, MI 49735",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"NW SE SEC 8 T29N R1W, CHARLTON TWP, MI 49751",44.936557,-84.3736091,"[-84.3736091, 44.936557]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"NE4 NE4 NE4 SEC 1, T29N-R2W, CHESTER TWP, MI 49735",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"T29 N R2W SEC 18, CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"T29 N R2W SEC 25, CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"T29 N R2W SEC 3, CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"6790 Bass Lake Trl, GAYLORD, MI 49735",44.9468058,-84.5230834,"[-84.52308339999999, 44.9468058]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"T30N-R2W, Section 32, CHESTER TWP, MI 49751",45.0011522,-84.547931,"[-84.547931, 45.0011522]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"SW 1/4 Sec 10 T29N R2W, CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"Section 8, CHESTER TWP, MI 49735",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"8714 M-32 EAST, JOHANNESBURG, MI 49751",44.9867585,-84.4921937,"[-84.4921937, 44.9867585]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"T20N R2W SECTION 22, CHESTER TWP, MI 49787",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"CHARLTON 2, CHARLTON TWP, MI 49751",44.9180389,-84.4737828,"[-84.4737828, 44.9180389]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"NW SE NE SECTION 12 T30 R2W, CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"SE NW SEC 10 T30N R02W CHESTER 10 CPF, CHESTER TWP, MI 49735",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"9100 Finnegan Rd., JOHANNESBURG, MI 49751",44.9720577,-84.480337,"[-84.48033699999999, 44.9720577]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"NE SW SE SEC 14 T30N R2W, CHESTER TWP, MI 99999",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"NW 1/4 of SW 1/4 of NW 1/4 Section 12, T29N R2W, JOHANNESBURG, MI 49751",44.9340298,-84.3737814,"[-84.3737814, 44.9340298]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"Old State Road, CHESTER TWP, MI 49751",44.9147024,-84.5452419,"[-84.5452419, 44.9147024]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"E 1/2 SE 1/4 SW 1/4 SEC 1, T29N R2W, CHESTER TWP, MI 49735",45.0268939,-84.6059373,"[-84.6059373, 45.0268939]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"T30N-R2W Sec 13 NE NE SE, CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"SEC 22, T30N, R02W, CHESTER TWP, MI 49751",44.9819098,-84.542974,"[-84.542974, 44.9819098]","26","137","950400","26137950400","9504",Census Tract 9504,G5020,S,"283907234","7216213","+44.9364537","-084.5070161"
"2443 LAKE MANUKA RD   SEC 6 OTSEGO LAKE TWP, GAYLORD, MI 49735",44.9507917,-84.73265,"[-84.73264999999999, 44.9507917]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"27 E MARLETTE RD, WATERS, MI 49797",44.8716364,-84.6656757,"[-84.6656757, 44.8716364]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"913 Softwood Tr., WATERS, MI 49797",44.8682625,-84.6485314,"[-84.6485314, 44.8682625]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"11770 LYNN LAKE RD, GAYLORD, MI 49735",44.8947051,-84.745855,"[-84.74585499999999, 44.8947051]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"9375 MT FREDERIC RD, GAYLORD, MI 49735",44.8951246,-84.7865207,"[-84.7865207, 44.8951246]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"10875 Geronimo Trail, GAYLORD, MI 49735",44.8741821,-84.8257317,"[-84.82573169999999, 44.87418210000001]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"T29N-R4W, Section 24, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"T29N R3W SEC 26, WATERS, MI 49797",44.8790857,-84.6989145,"[-84.6989145, 44.8790857]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"11375 SHERMAN RD, FREDERIC, MI 49733",44.8581218,-84.6660268,"[-84.6660268, 44.8581218]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SE/4, SE/4, SEC 10, T30N, R4W, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"NE NE NW SEC 28 T30N R4W, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SE SE SEC 19 T30N R4W, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SW4 SW4 T29N R4W SEC 29, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"T29N R4W SEC 10, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"4063 TROMBLEY RD, GAYLORD, MI 49735",44.9702056,-84.6086249,"[-84.6086249, 44.9702056]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"T29N-R3W, Section 15, WATERS, MI 49797",44.8790857,-84.6989145,"[-84.6989145, 44.8790857]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"T30N-R2W, Section 35, WATERS, MI 49797",44.8790857,-84.6989145,"[-84.6989145, 44.8790857]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SW SW, Section 22, T29N, R4W, WATERS, MI 49797",44.8790857,-84.6989145,"[-84.6989145, 44.8790857]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SE,NE,SE Section 12, T29N-R2W,, WATERS, MI 49797",44.8790857,-84.6989145,"[-84.6989145, 44.8790857]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SE NW Sec 12, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"WARNER TWP SEC 31 T31N R4W SE SE SE, WATERS, MI 49797",44.8790857,-84.6989145,"[-84.6989145, 44.8790857]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"T29N R6E SECTION 1, ALPENA, MI 49735",44.9858952,-84.6270618,"[-84.62706179999999, 44.9858952]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"T28N R2E SECTION 2, ELMER TWP, MI 49735",44.9858952,-84.6270618,"[-84.62706179999999, 44.9858952]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"T28N R4W SECTION 34, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SE4 NE4 SE4 SECTION 16 T30N R4W, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SHERMAN RD SW 1/4 SEC 27, OTSEGO LAKE, MI 49735",44.8695601,-84.6661977,"[-84.6661977, 44.8695601]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"SW 1/4 SW 1/4 SEC 26, HAYES TWP, MI 49735",44.9371151,-84.7840815,"[-84.7840815, 44.9371151]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"Mt Fredrick Rd, HAYES TWP, MI 48629",44.8801955,-84.7877265,"[-84.7877265, 44.8801955]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"East Dixon Lake Road, GAYLORD, MI 49735",44.9888549,-84.6255335,"[-84.6255335, 44.9888549]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"3075 East Dixon Lake Road, GAYLORD, MI 49735",44.9859982,-84.625375,"[-84.62537499999999, 44.9859982]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"10875 GERONIMO TRAIL, GAYLORD, MI 49735",44.8741821,-84.8257317,"[-84.82573169999999, 44.87418210000001]","26","137","950600","26137950600","9506",Census Tract 9506,G5020,S,"235088032","8450538","+44.9247783","-084.7332860"
"594 ALPINE RD, GAYLORD, MI 49735",44.9736514,-84.6785538,"[-84.6785538, 44.9736514]","26","137","950500","26137950500","9505",Census Tract 9505,G5020,S,"37414011","8480125","+44.9508130","-084.6758532"
"NW SE SEC 10  BAGLEY TWP (T30N, R3W), BAGLEY TWP, MI 49735",44.9444444,-84.6797374,"[-84.6797374, 44.9444444]","26","137","950500","26137950500","9505",Census Tract 9505,G5020,S,"37414011","8480125","+44.9508130","-084.6758532"
"8151 AMOCO RD, GAYLORD, MI 49735",44.9162267,-84.6542766,"[-84.6542766, 44.9162267]","26","137","950500","26137950500","9505",Census Tract 9505,G5020,S,"37414011","8480125","+44.9508130","-084.6758532"
"NE SW SEC 12 T30N R3W, BAGLEY TWP, MI 49735",44.9683506,-84.6515354,"[-84.6515354, 44.9683506]","26","137","950500","26137950500","9505",Census Tract 9505,G5020,S,"37414011","8480125","+44.9508130","-084.6758532"
"NW/4, SE/4, SE/4, SEC 11, T30N, R3W, BAGLEY TWP, MI 49735",44.9683506,-84.6515354,"[-84.6515354, 44.9683506]","26","137","950500","26137950500","9505",Census Tract 9505,G5020,S,"37414011","8480125","+44.9508130","-084.6758532"
"NE SE SEC 12 T30N R3W, BAGLEY TWP, MI 49735",44.9683506,-84.6515354,"[-84.6515354, 44.9683506]","26","137","950500","26137950500","9505",Census Tract 9505,G5020,S,"37414011","8480125","+44.9508130","-084.6758532"
"NW/4 NW/4 NE/4, OTSEGO LAKE, MI 49751",44.9169578,-84.69253,"[-84.69252999999999, 44.9169578]","26","137","950500","26137950500","9505",Census Tract 9505,G5020,S,"37414011","8480125","+44.9508130","-084.6758532"
"SE SE NW Section 10  T30N  R3W, BAGLEY TWP, MI 49735",44.9683506,-84.6515354,"[-84.6515354, 44.9683506]","26","137","950500","26137950500","9505",Census Tract 9505,G5020,S,"37414011","8480125","+44.9508130","-084.6758532"
